Date,High,Low,Open,Close,Volume,Adj Close
2017-05-10,233.4199981689453,228.69000244140625,229.49000549316406,231.3300018310547,2443300.0,200.48532104492188
2017-05-11,231.85000610351562,228.24000549316406,230.67999267578125,231.08999633789062,1482300.0,200.27732849121094
2017-05-12,236.0500030517578,230.83999633789062,231.47999572753906,235.9600067138672,2585200.0,204.49794006347656
2017-05-15,239.89999389648438,235.0,235.61000061035156,239.02999877929688,2917200.0,207.15866088867188
2017-05-16,241.2899932861328,238.69000244140625,239.94000244140625,240.67999267578125,1812800.0,208.588623046875
2017-05-17,238.97000122070312,231.08999633789062,238.0,231.17999267578125,3144700.0,200.35531616210938
2017-05-18,238.6199951171875,227.67999267578125,231.5800018310547,237.66000366210938,3069900.0,205.97128295898438
2017-05-19,236.99000549316406,232.0500030517578,236.7100067138672,234.10000610351562,3581200.0,202.88597106933594
2017-05-22,238.97999572753906,234.22000122070312,235.52999877929688,238.3800048828125,2041900.0,206.5952911376953
2017-05-23,238.92999267578125,235.83999633789062,238.35000610351562,236.5399932861328,1369600.0,205.00064086914062
2017-05-24,240.00999450683594,236.97000122070312,238.4600067138672,239.60000610351562,1639200.0,207.6526336669922
2017-05-25,241.55999755859375,238.72999572753906,241.11000061035156,240.86000061035156,1901000.0,208.74461364746094
2017-05-26,241.60000610351562,238.32000732421875,240.89999389648438,241.2100067138672,1312000.0,209.04794311523438
2017-05-30,241.38999938964844,239.0,240.5,239.82000732421875,2936400.0,207.8433074951172
2017-05-31,242.88999938964844,237.55999755859375,242.52000427246094,239.47999572753906,4483000.0,207.54861450195312
2017-06-01,241.8699951171875,233.80999755859375,241.60000610351562,234.58999633789062,6377400.0,203.31065368652344
2017-06-02,255.82000732421875,244.14999389648438,248.5399932861328,254.52999877929688,10861300.0,220.59188842773438
2017-06-05,256.7799987792969,250.1999969482422,254.0,252.2100067138672,3953200.0,218.58128356933594
2017-06-06,255.33999633789062,250.6199951171875,250.77000427246094,253.86000061035156,2965300.0,220.01124572753906
2017-06-07,255.85000610351562,252.97000122070312,253.67999267578125,254.27999877929688,2929000.0,220.37521362304688
2017-06-08,256.1000061035156,252.32000732421875,255.0,254.9499969482422,2827300.0,220.9559326171875
2017-06-09,256.0,241.4499969482422,255.50999450683594,243.33999633789062,5819100.0,210.89393615722656
2017-06-12,243.11000061035156,235.75,240.39999389648438,242.6699981689453,5487200.0,210.3132781982422
2017-06-13,247.91000366210938,241.6699981689453,244.9600067138672,242.94000244140625,3085300.0,210.54730224609375
2017-06-14,244.9499969482422,237.6300048828125,243.57000732421875,240.5399932861328,3450900.0,208.46730041503906
2017-06-15,239.49000549316406,235.27000427246094,235.33999633789062,237.99000549316406,2752700.0,207.1356658935547
2017-06-16,239.42999267578125,235.1300048828125,238.92999267578125,236.25,3581900.0,205.62123107910156
2017-06-19,244.80999755859375,240.35000610351562,244.80999755859375,241.14999389648438,2851900.0,209.885986328125
2017-06-20,243.64999389648438,239.85000610351562,242.0,239.99000549316406,2442900.0,208.87635803222656
2017-06-21,245.91000366210938,241.9199981689453,243.5800018310547,245.1199951171875,3499800.0,213.34127807617188
2017-06-22,246.41000366210938,243.0800018310547,245.50999450683594,244.0399932861328,1866600.0,212.40127563476562
2017-06-23,246.8699951171875,242.7899932861328,243.5399932861328,245.25999450683594,3498500.0,213.46311950683594
